name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
bangalore,05/04/2016,35.2,23.1,28.8,33.4,23.1,28.3,13.3,42.6,0,0,0,,0,0,20.9,18.1,105.7,1014.2,19.2,7.8,315,27.1,10,,2016-04-05T06:13:05,2016-04-05T18:31:34,0.93,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,06/04/2016,35.1,23.2,29,33.9,23.2,28.9,16.2,48.9,0,0,0,,0,0,22.3,11.3,208.2,1014.7,22.2,7.8,272.7,23.4,9,,2016-04-06T06:12:27,2016-04-06T18:31:39,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,07/04/2016,35.1,24.1,29.7,34.5,24.1,30.5,18.7,55.3,0,0,0,,0,0,22.7,18.1,151.7,1014.2,36.7,7.7,284.2,24.4,9,,2016-04-07T06:11:49,2016-04-07T18:31:43,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,08/04/2016,34.2,23.9,29.5,36.2,23.9,31.3,20.3,60.6,4.623,100,8.33,rain,0,0,28.4,15,141.3,1014.1,52.4,7.9,263.5,22.8,9,,2016-04-08T06:11:11,2016-04-08T18:31:48,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,09/04/2016,32.8,24.2,28.8,38.3,24.2,30.7,20.2,61.7,0.4,100,16.67,rain,0,0,23.8,15.7,163.9,1015,48.8,7.8,235.5,20.4,8,,2016-04-09T06:10:34,2016-04-09T18:31:53,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,10/04/2016,36,24.2,29.6,36.4,24.2,31,19.4,57.4,0.2,100,8.33,rain,0,0,17.6,26.7,193.2,1015.9,47.9,7.8,244.1,21.1,8,,2016-04-10T06:09:57,2016-04-10T18:31:58,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,11/04/2016,35.5,24,29.6,35.6,24,30.1,18.4,53.9,0,0,0,,0,0,27,11.3,154.7,1014.9,39.5,8.3,284.8,24.6,9,,2016-04-11T06:09:20,2016-04-11T18:32:03,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,12/04/2016,40.5,24.1,32,40,24.1,33.3,18.8,50.6,0,0,0,,0,0,26.6,14.8,161.2,1013.8,39.1,7.8,303.6,26.3,10,,2016-04-12T06:08:43,2016-04-12T18:32:08,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,13/04/2016,40,25.4,32.6,40.4,25.4,35,19.7,51.3,0,0,0,,0,0,29.5,21.4,264,1012.5,44.1,7.8,275,23.8,9,,2016-04-13T06:08:07,2016-04-13T18:32:14,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,14/04/2016,36.2,26,31.8,37.9,26,33.8,19.5,51,0.1,100,4.17,rain,0,0,19.8,14.6,181.8,1012.1,41.6,7.8,268.4,23.2,9,,2016-04-14T06:07:32,2016-04-14T18:32:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,15/04/2016,36.2,27,31.5,37.6,29.4,33.1,19,49.9,0,0,0,,0,0,33.5,18.3,140.3,1013.7,42,8.6,276.6,23.8,9,,2016-04-15T06:06:57,2016-04-15T18:32:26,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,16/04/2016,35.6,25.1,30.6,35.7,25.1,31.7,18.7,51.6,0,0,0,,0,0,25.2,14.9,170.5,1013.7,42.1,8.4,290.4,25,9,,2016-04-16T06:06:22,2016-04-16T18:32:32,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,17/04/2016,37.1,24.2,30.8,38.6,24.2,31.6,17.6,49.1,0,0,0,,0,0,25.2,18.3,128.7,1012.9,37,8.4,273.4,23.6,9,,2016-04-17T06:05:48,2016-04-17T18:32:39,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,18/04/2016,35.3,24.1,29.7,34.5,24.1,29.8,16.8,49.1,0,0,0,,0,0,24.8,11.1,146.2,1013.1,30.5,8,316.4,27.4,10,,2016-04-18T06:05:14,2016-04-18T18:32:46,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,19/04/2016,35.2,24.1,29.8,35.9,24.1,30.6,18.9,55.9,0,0,0,,0,0,24.1,14.6,133.7,1014,34.8,8,300.4,26.1,10,,2016-04-19T06:04:41,2016-04-19T18:32:53,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,20/04/2016,35.6,25.1,30.5,35.9,25.1,31.7,19.2,53.8,0,0,0,,0,0,25.9,11.3,180.8,1015.3,34.2,8.3,295.7,25.6,10,,2016-04-20T06:04:09,2016-04-20T18:33:00,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,21/04/2016,40,24.2,31.8,39.3,24.2,33.1,18.6,50.1,0,0,0,,0,0,24.8,16.6,213,1014.5,38.9,8,285.8,24.9,10,,2016-04-21T06:03:37,2016-04-21T18:33:08,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,22/04/2016,35.2,25,30.4,38.5,25,32.1,19.7,55.3,0.4,100,4.17,rain,0,0,32,22.4,259.2,1013.9,46.1,7.5,270.3,23.4,9,,2016-04-22T06:03:05,2016-04-22T18:33:16,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,23/04/2016,40,26.2,31.4,38.7,26.2,32.1,16.2,44.4,0,0,0,,0,0,31.3,14.9,274.7,1012,33.4,8.4,292.5,25.2,9,,2016-04-23T06:02:34,2016-04-23T18:33:24,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,24/04/2016,37.8,24.1,31.4,36.8,24.1,31.5,16.5,44.5,0,0,0,,0,0,30.6,10.9,279.5,1010.8,30.8,8.1,315,27.3,10,,2016-04-24T06:02:04,2016-04-24T18:33:33,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,25/04/2016,36.1,23.5,30,38.2,23.5,31.8,20.1,57.6,20.024,100,8.33,rain,0,0,28.4,25.4,164.7,1011.8,44.9,8,260.4,22.3,8,,2016-04-25T06:01:34,2016-04-25T18:33:42,0.6,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,26/04/2016,36.1,23.9,30.4,35.7,23.9,31.2,17.8,49.6,0,0,0,,0,0,28.8,15.3,135.8,1013.9,42.3,8.1,268.2,23,9,,2016-04-26T06:01:05,2016-04-26T18:33:51,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,27/04/2016,36.2,23.1,30,34.4,23.1,29.7,15.4,46.9,0,0,0,,0,0,31.7,21.9,126.1,1013.6,29,8.2,313.3,27.2,10,,2016-04-27T06:00:37,2016-04-27T18:34:01,0.67,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,28/04/2016,36.2,25.1,30,34.6,25.1,29.9,15.6,45.7,0,0,0,,0,0,25.6,14.7,148.9,1012.9,29.2,8.4,308,26.8,10,,2016-04-28T06:00:09,2016-04-28T18:34:11,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,29/04/2016,36.2,24.1,30.4,34.4,24.1,30,14.3,41.7,0,0,0,,0,0,25.6,14.6,161.8,1013.9,26.4,8.2,311.6,26.9,10,,2016-04-29T05:59:42,2016-04-29T18:34:22,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,30/04/2016,36.2,24.2,30.7,35.7,24.2,30.5,15.8,45.2,0,0,0,,0,0,25.6,14.8,168.3,1014.1,24.4,8.1,314.2,27.2,10,,2016-04-30T05:59:16,2016-04-30T18:34:32,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,01/05/2016,39.5,24.9,31,38.5,24.9,30.9,15.6,42.9,0,0,0,,0,0,29.5,15,182.6,1013.6,27.7,8.3,293.9,25.4,10,,2016-05-01T05:58:50,2016-05-01T18:34:43,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,02/05/2016,36.1,25.1,29.9,37.2,25.1,31,18.6,53.1,0.2,100,8.33,rain,0,0,29.5,14.8,222.5,1013.7,47.2,7.8,279.8,24.1,10,,2016-05-02T05:58:25,2016-05-02T18:34:55,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,03/05/2016,36.1,24.1,30.1,35.9,24.1,30.9,17.8,50,0,0,0,,0,0,30.2,11.4,210.7,1013,45.8,8.1,265.5,22.9,9,,2016-05-03T05:58:01,2016-05-03T18:35:06,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,04/05/2016,35.1,25.7,30.5,36,25.7,31.3,17.8,48.4,0.8,100,4.17,rain,0,0,26.6,12,207.4,1013.3,51.2,8.7,285,24.7,10,,2016-05-04T05:57:38,2016-05-04T18:35:18,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,05/05/2016,34.3,22.9,28.1,35.8,22.9,29.3,19.3,60.1,2.08,100,8.33,rain,0,0,28.1,24,194.3,1013.7,51.6,7.9,271.7,23.6,9,,2016-05-05T05:57:15,2016-05-05T18:35:31,0.95,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,06/05/2016,33.9,21.7,25.6,34.5,21.7,26,19.3,71.6,45.718,100,12.5,rain,0,0,23.8,11.8,167.5,1013.8,53.2,7.5,264.9,23,9,,2016-05-06T05:56:54,2016-05-06T18:35:43,0.98,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,07/05/2016,33.2,21.7,27.1,34.2,21.7,27.5,19.1,64.3,4.5,100,16.67,rain,0,0,31,11.4,111,1013.3,51.4,7.9,281.7,24.2,10,,2016-05-07T05:56:33,2016-05-07T18:35:57,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,08/05/2016,33.1,21.2,26.2,35.3,21.2,26.9,20.4,73.1,6.201,100,12.5,rain,0,0,40.7,25.7,152.9,1014.8,62.7,7.8,266,23.1,9,,2016-05-08T05:56:12,2016-05-08T18:36:10,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,09/05/2016,33.1,21,27,33.7,21,27.4,18.6,63.2,0,0,0,,0,0,26.3,21.9,115.8,1014.1,33.3,8,271.3,23.4,9,,2016-05-09T05:55:53,2016-05-09T18:36:24,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,10/05/2016,33,23,27.6,34.7,23,28.4,19.5,63.2,3.9,100,16.67,rain,0,0,44.6,15,160.2,1014,45,8,276.3,24,9,,2016-05-10T05:55:34,2016-05-10T18:36:38,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,11/05/2016,33,23.1,28.2,33.5,23.1,28.9,18.4,56.6,0,0,0,,0,0,21.6,14.6,138.7,1013.5,55.4,7.9,267.4,23.2,9,,2016-05-11T05:55:17,2016-05-11T18:36:52,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,12/05/2016,33.1,24,27.9,33.5,24,28.2,18.7,59.4,1.84,100,4.17,rain,0,0,24.1,14.5,245.4,1012,51.9,7.9,246.2,21.4,9,,2016-05-12T05:55:00,2016-05-12T18:37:07,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,13/05/2016,34,22.7,28.6,35,22.7,29,18.5,57.1,0.1,100,4.17,rain,0,0,26.6,9.8,170.1,1012,52.8,8.2,279.1,24.1,9,,2016-05-13T05:54:44,2016-05-13T18:37:22,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,14/05/2016,34.1,23,28.7,36.3,23,29.9,19.6,59,0.024,100,4.17,rain,0,0,37.1,14.8,163.2,1012.7,44.1,8,244.7,21.1,10,,2016-05-14T05:54:28,2016-05-14T18:37:37,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,15/05/2016,34,23,28.7,34,23,29.3,18.2,55.1,0,0,0,,0,0,28.8,16.6,127.5,1012.8,41.3,7.9,287.2,24.9,9,,2016-05-15T05:54:14,2016-05-15T18:37:52,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,16/05/2016,30,24,27,31.1,24,27.6,19.9,66.2,0.6,100,12.5,rain,0,0,22.3,20.3,118.7,1010.8,60,8.4,205.3,17.7,8,,2016-05-16T05:54:00,2016-05-16T18:38:08,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,17/05/2016,29,24,26.5,29.8,24,27,20,68.6,0.7,100,25,rain,0,0,33.1,11.2,11.4,1008.5,85.9,8.4,117.1,10.2,6,,2016-05-17T05:53:48,2016-05-17T18:38:24,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,18/05/2016,27,21,24.1,28.6,21,24.5,19.9,78.1,28.784,100,8.33,rain,0,0,45.4,18.6,262.5,1007.2,91.4,6.2,79,6.9,3,,2016-05-18T05:53:36,2016-05-18T18:38:40,0.38,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,19/05/2016,29,20.5,24.7,31.8,20.5,25.5,20.4,77.6,0.801,100,8.33,rain,0,0,51.1,21.9,246.4,1008.5,73.8,7.8,195.1,16.7,6,,2016-05-19T05:53:25,2016-05-19T18:38:57,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,20/05/2016,30,20.3,25.5,33.1,20.3,26.4,21.1,78.3,33.759,100,8.33,rain,0,0,46.4,27.6,250.1,1010.1,70.1,7.9,160.6,13.9,5,,2016-05-20T05:53:15,2016-05-20T18:39:14,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,21/05/2016,33,21.3,26.9,34.5,21.3,27.6,19.5,66.2,0,0,0,,0,0,42.8,22.3,260.1,1011.8,43.2,8.4,295.7,25.5,10,,2016-05-21T05:53:06,2016-05-21T18:39:31,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,22/05/2016,33,22.2,27.7,34.8,22.2,28.7,19.5,62.7,0,0,0,,0,0,36,22.3,263.7,1013,21.3,8.6,309,26.7,10,,2016-05-22T05:52:57,2016-05-22T18:39:48,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,23/05/2016,33.9,22.5,28.2,35.7,22.5,29.1,19.4,60.8,0,0,0,,0,0,38.5,18.6,265.4,1013.5,28.8,8.4,311.6,26.9,10,,2016-05-23T05:52:50,2016-05-23T18:40:05,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,24/05/2016,33.2,23.5,28.6,34.6,23.5,29.5,19.5,59.9,0,0,0,,0,0,37.4,150,256.7,1013,29.1,8.5,293.1,25.4,10,,2016-05-24T05:52:43,2016-05-24T18:40:23,0.58,Partially cloudy,Partly cloudy throughout the day.,wind,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,25/05/2016,33,23,27.7,34.6,23,28.4,19.5,63,0,0,0,,0,0,40.7,22.3,267.8,1012.7,46.7,8.4,277.3,24,10,,2016-05-25T05:52:37,2016-05-25T18:40:40,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,26/05/2016,33,22.9,28,34.4,22.9,28.8,19.3,61.3,0.1,100,4.17,rain,0,0,33.1,21.9,267.8,1012.7,44.1,8.6,290,25.1,9,,2016-05-26T05:52:32,2016-05-26T18:40:58,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,27/05/2016,31.3,23.6,27.4,33.7,23.6,28.3,19.8,64.1,6.08,100,8.33,rain,0,0,32,15.1,270.5,1013.6,48.6,8.4,272,23.5,9,,2016-05-27T05:52:28,2016-05-27T18:41:16,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,28/05/2016,33,21.7,26.4,34.6,21.7,27.1,20.3,71.6,7.481,100,8.33,rain,0,0,35.6,28.7,244.1,1013.4,55.2,8.1,265.5,23,9,,2016-05-28T05:52:25,2016-05-28T18:41:34,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,29/05/2016,28.1,20.1,24.7,29.4,20.1,25,19.1,72.2,7.32,100,8.33,rain,0,0,35.6,23.1,286.8,1013.1,79,8.3,165.9,14.4,6,,2016-05-29T05:52:23,2016-05-29T18:41:51,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,30/05/2016,31.1,22,26.3,33.1,22,27.1,20.2,71.2,0.064,100,4.17,rain,0,0,29.9,18.4,265.6,1012.2,52.4,8.5,231.3,20.2,7,,2016-05-30T05:52:21,2016-05-30T18:42:09,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,31/05/2016,31,22.4,25.4,33,22.4,26,20.4,74.8,0.16,100,4.17,rain,0,0,30.2,18.4,254.6,1013.1,55.9,7.9,258.5,22.5,10,,2016-05-31T05:52:20,2016-05-31T18:42:28,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,01/06/2016,33,20.6,26,34.6,20.6,26.8,20.8,75.8,20,100,8.33,rain,0,0,46.4,27.2,255.5,1013.2,69.1,7.4,260.7,22.5,9,,2016-06-01T05:52:20,2016-06-01T18:42:46,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,02/06/2016,28.1,21.6,24.8,29.8,21.6,25.1,21,80.1,7.29,100,4.17,rain,0,0,30.2,20.2,281.6,1012.8,69.4,8.1,193.8,16.6,6,,2016-06-02T05:52:21,2016-06-02T18:43:04,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,03/06/2016,31,20.9,26.1,33.9,20.9,27.3,20.9,74.5,6.362,100,4.17,rain,0,0,28.4,17.9,248.6,1012,56.6,8.6,245.2,21.2,8,,2016-06-03T05:52:23,2016-06-03T18:43:21,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,04/06/2016,29.9,21.9,25,32.4,21.9,25.5,21.1,79.8,11.4,100,33.33,rain,0,0,32.8,22,259.5,1011.5,63.8,7.9,202.8,17.6,7,,2016-06-04T05:52:25,2016-06-04T18:43:39,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,05/06/2016,30.1,21.9,24.7,32.6,21.9,25.1,20.7,79.6,5.519,100,4.17,rain,0,0,46.4,27,253.3,1012,58.8,8.4,209.4,18.2,8,,2016-06-05T05:52:28,2016-06-05T18:43:57,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,06/06/2016,30,21.2,25.6,32,21.2,26.4,20.4,74.6,48.561,100,4.17,rain,0,0,36.4,22,244.3,1011.9,61.1,7.4,228,19.8,9,,2016-06-06T05:52:32,2016-06-06T18:44:15,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,07/06/2016,29.7,21.7,25.6,33.1,21.7,26.5,20.9,76.3,4,100,37.5,rain,0,0,33.1,18.4,245.7,1011.6,55,8.3,173.8,14.9,7,,2016-06-07T05:52:37,2016-06-07T18:44:32,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,08/06/2016,30,22.1,25.1,33.3,22.1,25.8,21.1,79.5,1.441,100,8.33,rain,0,0,32.4,25.7,245.5,1011.4,70.4,7.8,224.5,19.2,8,,2016-06-08T05:52:42,2016-06-08T18:44:50,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,09/06/2016,30,21.7,25,31.9,21.7,25.5,20.4,76.5,3.864,100,4.17,rain,0,0,37.1,25.5,240.5,1011.5,73.5,8.9,163.8,14.1,6,,2016-06-09T05:52:48,2016-06-09T18:45:07,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,10/06/2016,26.6,21.9,23.6,26.6,21.9,23.6,20.9,85.2,0.108,100,4.17,rain,0,0,51.5,22.1,237.7,1012.1,66.8,7.8,210.4,18.1,7,,2016-06-10T05:52:55,2016-06-10T18:45:24,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,11/06/2016,30,21.2,24.8,31.7,21.2,25.2,20.2,77.6,0.46,100,4.17,rain,0,0,44.3,27.4,258.4,1013.2,55.2,8.1,225.9,19.7,8,,2016-06-11T05:53:02,2016-06-11T18:45:41,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,12/06/2016,29,21.1,24.7,30.8,21.1,25.2,20.3,77.4,1,100,8.33,rain,0,0,49.3,27.2,259.9,1013.3,51.2,8.1,198.8,17.2,8,,2016-06-12T05:53:10,2016-06-12T18:45:57,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,13/06/2016,27,21,23.2,29.2,21,23.3,20.6,85.8,17.282,100,20.83,rain,0,0,52.9,29.1,259.9,1013.9,53,7.9,195,16.8,7,,2016-06-13T05:53:18,2016-06-13T18:46:13,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,14/06/2016,29,20.4,23.9,30.3,20.4,24.1,19.2,76.2,0.552,100,4.17,rain,0,0,53.6,25.5,254.6,1013.1,51.8,8.2,214.1,18.3,8,,2016-06-14T05:53:28,2016-06-14T18:46:29,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,15/06/2016,30,20.9,24.4,30.9,20.9,24.7,19,73.8,14.401,100,8.33,rain,0,0,50.8,29.1,263.6,1011.7,58.7,8.5,214.6,18.3,7,,2016-06-15T05:53:37,2016-06-15T18:46:45,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,16/06/2016,29,20.4,24.1,30.2,20.4,24.5,19.6,77.3,12.32,100,8.33,rain,0,0,46.4,29.5,254.2,1010.5,57.6,8.2,200.2,17.3,8,,2016-06-16T05:53:48,2016-06-16T18:47:00,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,17/06/2016,28.5,21,24.4,29.8,21,24.8,19.8,76.7,4.8,100,20.83,rain,0,0,40,24.1,271.1,1010,64.6,8.4,197.9,17.1,8,,2016-06-17T05:53:59,2016-06-17T18:47:15,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
